"","last.name","first.name","age","birth.year","sex","city","state","place","num.days","season.num","season.name","location","winner","second","third","name"
"475","Cody","Candice",30,1983,"female","Cody","D.C.Cook Islands & Heroes vs. Villains",16,11,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Candice Cody"
"476","Culpepper","Brad",44,1969,"male","Tampa","Florida
Monica's husband",15,14,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Brad Culpepper"
"477","Edorsson","Kat",23,1990,"unknown","Orlando","FloridaOne World",14,17,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Kat Edorsson"
"478","Cody","John",30,1983,"male","Cody","D.C.
Candice's husband",13,19,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","John Cody"
"480","Morett","Laura",NA,NA,"unknown","Morett","LauraLaura MorettReturned to game",22,22,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Laura Morett"
"481","Baskauskas","Aras",31,1982,"male","Santa Monica","CaliforniaPanama",11,25,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Aras Baskauskas"
"482","Baskauskas","Vytas",33,1980,"unknown","Santa Monica","California
Aras' brother",10,27,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Vytas Baskauskas"
"483","Bankston","Caleb",26,1987,"male","Collinsville","Alabama
Colton's fiancé",9,30,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Caleb Bankston"
"484","Collins","Katie",25,1988,"female","New York City","New York
Tina's daughter",8,33,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Katie Collins"
"485","Moss","Hayden",27,1986,"male","Springtown","Texas
Kat's boyfriend",7,36,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Hayden Moss"
"487","Wesson","Tina",NA,NA,"unknown","Wesson","TinaTina WessonReturned to game",21,21,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Tina Wesson"
"488","Eastin","Ciera",24,1989,"female","Salem","Oregon
Laura M.'s daughter",5,37,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Ciera Eastin"
"490","Peterson","Gervase",43,1970,"unknown","Philadelphia","PennsylvaniaBorneo",3,40,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Gervase Peterson"
"491","Culpepper","Monica",42,1971,"female","Tampa","FloridaOne World",2,40,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Monica Culpepper"
"492","Apostol","Tyson",34,1979,"male","Provo","UtahTocantins & Heroes vs. Villains",1,40,27,"Survivor: Blood vs. Water","Palaui Island, Santa Ana, Cagayan, Philippines[11]","Tyson Apostol","Monica Culpepper","Gervase Peterson","Tyson Apostol"
